text,created_at
"RT @deadhomers: ""Forget about the badge, when to we get the freakin’ guns!""

""Hey, I told you, you don’t get your gun until you tel… ",Tue Dec 12 20:33:40 +0000 2017

"RT @VisciousTease: Let me come home and see my husband using our children as guns....

....ima prob grab some pots and pans and make t… ",Tue Dec 12 20:33:42 +0000 2017

RT @ThwaitesBrewery: Give yourself the chance to win a case of 13 Guns when you RT and follow! Terms apply. Competition ends on Friday. htt…,Tue Dec 12 20:33:44 +0000 2017

"RT @IPSunTzuPro: No, this is a collective white understanding, that guns &amp; weapons in the hands of POC are a direct threat to white… ",Tue Dec 12 20:33:45 +0000 2017

RT @President1Trump: Steve Bannon at Roy Moore Rally last night: “Whether it’s guns.. abortion.. immigration or trade ..Doug Jones is a… ,Tue Dec 12 20:33:47 +0000 2017

RT @zackfox: y'all gave keaton 60K like he won't spend it on guns and trench coats,Tue Dec 12 20:33:50 +0000 2017

RT @elijahdaniel: someone broke into our neighbors house dressed as santa and the news was here so sam just went out and was on the n… ,Tue Dec 12 20:33:51 +0000 2017

@Bird_Crime @McKenzie6593 @RaptorPersScot Makes you wonder how many other birds are killed on pheasant and grouse s… https://t.co/qkhfSFplGv,Tue Dec 12 20:33:52 +0000 2017

@cinnfhaolaidh @culturalfatwa @DeclanBurke2 @OlgaCorbett @brianmurphycllr Maybe oil their guns for self-defense aga… https://t.co/FupC1UqN5e,Tue Dec 12 20:33:52 +0000 2017

"@CNNPolitics @CNN he done rode in on a horse, who cares if he likes sex with little girls, got my vote. Yehaw let's go shoot guns in the air",Tue Dec 12 20:33:55 +0000 2017

"RT @IPSunTzuPro: No, this is a collective white understanding, that guns &amp; weapons in the hands of POC are a direct threat to white… ",Tue Dec 12 20:33:55 +0000 2017

RT @zackfox: y'all gave keaton 60K like he won't spend it on guns and trench coats,Tue Dec 12 20:33:55 +0000 2017

RT @cushbomb: Roy Moore arrives at polling place by propelling himself forward by shooting his little guns behind him. Pew! Pew! Pew!,Tue Dec 12 20:33:58 +0000 2017

